Di,Df,Dif,V_cell (A^3),density (g/cm^3),ASA (A^2),ASA (m^2/cm^3),ASA (m^2/g),NASA (A^2),NASA (m^2/cm^3),NASA (m^2/g),V_cell_2 (A^3),density_2 (g/cm^3),AV (A^3),AVF,AV (cm^3/g),NAV (A^3),NAVF,NAV (cm^3/g),f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,label,ID
4.81208,4.41285,4.79244,3951.06,1.44819,188.711,477.622,329.807,0.0,0.0,0.0,3951.06,1.44819,79.0212,0.02,0.0138104,0.0,0.0,0.0,84.02149999999999,140.9088,203.53520000000003,299.4719999999999,2746.0,3408.0,4274.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.938600000000001,15.63,22.617600000000007,20.482,2.8561,21.9024,25.857,54.01240000000001,2304.0,1440.0,1728.0,2784.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,96.0,2.1904,4.3808,6.837600000000001,11.129599999999996,0.0,-6.200000000000002,-5.1599999999999975,-11.679999999999994,0.0,162.0,252.0,518.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,2.9600000000000004,4.259999999999999,10.239999999999997,111.94485,227.3835,358.31249999999994,343.3798,593.0,1116.0,1620.0,1379.0,16.0,33.0,51.0,53.0,84.0,203.0,275.0,225.0,7.249349999999997,16.59350000000001,23.907099999999996,21.3623,10.5376,12.138,25.48759999999999,16.043599999999998,56.5,66.0,108.5,112.5,1.0,1.5,3.0,2.0,2.5,7.5,10.0,7.5,0.5476999999999999,0.8585500000000005,1.3949999999999998,1.08085,41.425,113.56499999999994,146.53261399999997,139.84130699999997,0.0,0.9350000000000004,1.5300000000000007,1.5399999999999994,0.0,2.0,7.5,0.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,-0.04,0.3500000000000001,0.0149999999999999,0.0,-6.900000000000002,-2.057110000000001,-10.553555000000005,9.674733333333336,16.74499999999999,37.74813333333334,24.7872,88.5,111.0,185.33333333333331,194.83333333333337,1.0,2.166666666666667,4.833333333333334,3.166666666666666,5.5,18.0,23.33333333333333,14.166666666666664,0.6322833333333334,1.3154166666666671,2.2948499999999994,1.7740166666666664,99.47,218.46666666666667,338.74856133333344,252.2256183333334,0.0,1.0416666666666663,2.2416666666666667,1.0466666666666669,0.0,5.5,19.833333333333336,12.333333333333336,0.0,0.0,0.0,0.0,0.0,-1.5,3.1666666666666665,1.0,0.0,0.0399999999999999,0.9033333333333332,0.4699999999999998,0.0,-5.150000000000001,7.23578,5.210741666666667,1,YUYBIF
9.86947,8.67814,9.86947,1307.75,1.32561,178.262,1363.12,1028.29,0.0,0.0,0.0,1307.75,1.32561,222.318,0.17,0.128243,0.0,0.0,0.0,220.66139999999996,481.5311999999998,1308.7224,1686.9072000000003,3177.0,8736.0,15324.0,13728.0,27.0,66.0,144.0,210.0,222.0,726.0,1284.0,1230.0,15.536399999999997,46.4718,93.0084,113.3982,3.5343999999999998,38.8032,39.31079999999999,62.77319999999998,729.0,1296.0,2322.0,2106.0,1.0,6.0,9.0,11.0,36.0,102.0,174.0,186.0,1.5876,5.5188,8.958600000000002,10.3698,0.0,-9.36,-3.9900000000000007,-12.71,0.0,114.0,157.0,219.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,35.0,0.0,3.18,4.23,5.630000000000002,132.70159999999998,231.744,362.6164,434.243,674.0,1176.0,1792.0,1952.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,8.214399999999998,17.3712,25.2624,28.5386,11.8336,8.771999999999998,19.585066666666663,22.990666666666662,64.0,48.0,106.66666666666669,114.66666666666669,1.0,1.0,2.0,2.6666666666666665,1.0,3.0,4.666666666666667,7.333333333333333,0.5328999999999998,0.5621,1.1047333333333331,1.4016000000000002,28.09,59.88999999999999,98.58,147.70589433333333,0.0,0.8900000000000002,1.1866666666666672,2.49,0.0,2.0,2.6666666666666665,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.6666666666666665,-4.666666666666667,0.0,-0.04,-0.0533333333333333,0.0266666666666665,0.0,-6.000000000000001,-8.000000000000002,-13.735703333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NAVJAW
4.08749,2.81292,4.08749,718.935,1.6629,0.0,0.0,0.0,23.8892,332.286,199.823,718.935,1.6629,0.0,0.0,0.0,0.0,0.0,0.0,370.6995999999998,818.4735999999996,2239.1572,2751.7168,3976.0,11584.0,17972.0,23072.0,44.0,120.0,248.0,352.0,392.0,1176.0,1956.0,2744.0,26.64560000000003,81.86959999999996,150.51400000000007,204.75680000000008,2.6569,33.6432,26.4549,47.3678,529.0,1104.0,1127.0,1564.0,1.0,6.0,7.0,10.0,36.0,84.0,120.0,156.0,1.4884,5.3436,6.1488,9.1988,0.0,-10.86,-4.82,-12.76,0.0,90.0,112.0,162.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,34.0,0.0,2.9400000000000004,3.5,4.660000000000001,73.3444,122.196,166.36199999999997,164.84479999999996,400.0,672.0,912.0,896.0,8.0,16.0,20.0,16.0,40.0,96.0,84.0,32.0,4.5032,9.240000000000002,11.365200000000002,8.760000000000002,11.8336,8.771999999999998,17.543999999999997,32.4392,64.0,48.0,96.0,176.0,1.0,1.0,2.0,3.0,1.0,3.0,6.0,5.0,0.5328999999999999,0.5621,1.1242,1.6279,28.09,59.89,119.78,116.07,0.0,0.8900000000000001,1.7800000000000002,0.8900000000000001,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,-0.04,-0.08,-0.04,0.0,-6.000000000000001,-12.000000000000002,-6.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ROJNEJ
6.3226,4.50879,6.3226,1923.72,1.32064,116.706,606.668,459.373,0.0,0.0,0.0,1923.72,1.32064,76.9488,0.04,0.0302883,0.0,0.0,0.0,98.0746,176.1984,249.16120000000004,389.9712,1351.0,2324.0,3800.0,2100.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.8368,17.459999999999997,28.3228,27.540000000000003,3.61,23.104,40.62199999999999,67.03199999999998,841.0,812.0,1450.0,1914.0,1.0,4.0,8.0,14.0,16.0,48.0,88.0,128.0,1.9044,4.14,8.445599999999999,12.6132,0.0,-4.5600000000000005,-6.180000000000002,-8.680000000000003,0.0,88.0,182.0,340.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,24.0,0.0,2.52,4.919999999999998,10.179999999999996,160.85709999999995,356.1032000000002,536.4284000000001,558.0945999999999,697.0,1598.0,2186.0,2002.0,24.0,52.0,78.0,84.0,130.0,314.0,426.0,404.0,10.855199999999998,26.15000000000001,37.02620000000001,36.03120000000001,9.241600000000002,16.248799999999996,26.8128,22.9368,49.0,87.5,115.5,94.5,1.0,2.0,3.5,3.0,4.0,11.0,16.0,13.0,0.5625,1.1475000000000002,1.7137500000000008,1.4250000000000005,54.76,152.80999999999997,227.9726140000001,186.16261400000005,0.0,0.7350000000000003,1.8200000000000005,1.575,0.0,1.5,8.0,7.5,0.0,0.0,0.0,0.0,0.0,-1.5,-1.0,-0.5,0.0,-0.03,0.3399999999999999,0.35,0.0,-5.8500000000000005,-4.907110000000001,-2.95711,9.241600000000002,15.876399999999997,29.389200000000013,30.13400000000001,49.0,85.75,136.5,140.0,1.0,2.0,3.75,3.75,4.0,11.5,18.0,17.0,0.5625,1.1512500000000003,1.929375,1.921875,54.76,160.02500000000003,254.22946050000004,239.79946049999992,0.0,0.8575,1.7325000000000006,1.4875000000000005,0.0,1.75,6.75,6.25,0.0,0.0,0.0,0.0,0.0,-1.75,-1.5,-1.0,0.0,-0.035,0.2399999999999999,0.2499999999999999,0.0,-6.825000000000002,-6.605332500000002,-4.655332500000001,0,CUGVUW
9.1783,5.73387,8.08235,6523.18,0.927279,786.704,1206.01,1300.59,0.0,0.0,0.0,6523.18,0.927279,587.087,0.09,0.0970582,0.0,0.0,0.0,108.367,206.79039999999992,411.346,474.9119999999999,1299.0,3204.0,3850.0,2592.0,13.0,28.0,46.0,56.0,82.0,224.0,262.0,168.0,8.4016,20.2552,30.2938,31.724,3.5343999999999984,37.29919999999999,28.764000000000006,45.30799999999999,729.0,1242.0,972.0,1080.0,1.0,6.0,6.0,10.0,36.0,84.0,108.0,132.0,1.5876,5.569200000000001,5.821199999999998,7.686,0.0,-8.56,-4.02,-5.300000000000001,0.0,116.0,126.0,230.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,38.0,0.0,3.140000000000001,2.940000000000001,6.5,149.6588,311.91600000000005,481.6752,570.6270000000002,617.0,1320.0,1836.0,1824.0,23.0,48.0,74.0,92.0,122.0,300.0,418.0,442.0,9.838300000000002,23.34640000000001,33.68420000000002,37.040000000000006,10.969600000000009,11.016,23.363733333333347,18.73866666666667,59.0,60.0,107.33333333333336,82.66666666666666,1.0,1.3333333333333337,2.666666666666667,2.333333333333333,2.0,6.0,8.0,7.333333333333337,0.5427666666666668,0.7597333333333333,1.2999999999999996,1.1269666666666671,36.98000000000001,95.6733333333333,136.63507600000003,129.96174266666674,0.0,0.9200000000000008,1.479999999999999,1.9099999999999984,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.3333333333333337,-2.333333333333333,0.0,-0.04,0.2133333333333331,0.1933333333333333,0.0,-6.599999999999996,-4.671406666666667,-7.371406666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DIDBEZ
3.2576,2.40587,3.19403,1350.6,1.69706,0.0,0.0,0.0,0.0,0.0,0.0,1350.6,1.69706,0.0,0.0,0.0,0.0,0.0,0.0,242.96939999999992,459.726,1992.544,1750.450999999999,4540.0,14792.0,20014.0,14998.0,30.0,80.0,220.0,240.0,360.0,1332.0,1930.0,1566.0,18.48840000000001,68.7692,130.55639999999997,122.2102,1.4884,38.9302,22.631,38.96679999999999,1521.0,3120.0,3003.0,2418.0,1.0,10.0,8.0,11.0,100.0,270.0,270.0,270.0,2.6569,11.850099999999998,9.894099999999998,11.491499999999998,0.0,-19.709999999999997,-8.790000000000001,-18.52,0.0,310.0,235.0,367.0,0.0,0.0,0.0,0.0,0.0,73.0,53.0,83.0,0.0,9.03,6.969999999999999,10.88,171.96319999999997,326.4155999999999,646.98,831.2656000000001,857.0,1836.0,2280.0,2116.0,25.0,50.0,96.0,132.0,146.0,380.0,540.0,578.0,10.0068,24.18540000000001,38.08539999999999,43.95839999999999,10.660683333333331,11.38835,25.803733333333327,23.028966666666665,90.83333333333334,151.0,147.83333333333334,100.66666666666666,1.0,1.5,2.6666666666666665,2.833333333333333,3.5,7.666666666666666,8.0,10.833333333333332,0.6313499999999999,1.0972,1.4421833333333334,1.2806833333333334,127.57500000000005,199.54666666666668,155.75425000000004,185.55357733333332,0.0,0.2366666666666668,0.5966666666666667,2.326666666666666,0.0,2.1666666666666665,7.666666666666666,14.166666666666668,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.3333333333333333,-3.0,0.0,0.0349999999999999,0.2483333333333333,0.5399999999999999,0.0,0.2833333333333317,4.764296666666667,0.5738533333333317,9.2416,23.256,62.289600000000014,65.8768,49.0,126.0,231.0,238.0,1.0,3.0,9.0,8.0,9.0,36.0,54.0,33.0,0.5625,1.7325,3.6149999999999993,3.329999999999999,54.76,250.86000000000007,552.3556840000001,334.69045600000004,0.0,1.4700000000000006,6.869999999999998,2.65,0.0,3.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,-3.0,9.0,13.0,0.0,-0.06,1.93,1.5600000000000005,0.0,-11.7,-8.042659999999998,13.971560000000007,0,GAJZUO
11.21899,9.75044,11.21899,4415.64,1.00224,574.834,1301.81,1298.9,0.0,0.0,0.0,4415.64,1.00224,662.347,0.15,0.149665,0.0,0.0,0.0,292.9859999999999,516.2063999999999,1384.3481999999997,1717.0415999999996,3690.0,7440.0,12540.0,20976.0,36.0,78.0,150.0,234.0,228.0,612.0,870.0,1002.0,25.288800000000016,59.56800000000003,100.83960000000002,154.35120000000003,2.5921000000000003,33.2304,24.713500000000007,75.9115,169.0,624.0,1001.0,1430.0,1.0,6.0,7.0,15.0,36.0,78.0,132.0,234.0,1.5876,5.5188,7.610400000000001,14.049000000000005,0.0,-10.98,-4.079999999999999,-23.0,0.0,30.0,14.0,85.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,51.0,0.0,3.18,2.78,7.750000000000003,286.0407,538.8798,1009.6818000000002,1231.539,1701.0,3792.0,4326.0,4236.0,42.0,84.0,150.0,186.0,234.0,576.0,780.0,1014.0,17.745900000000017,43.222800000000014,64.8438,76.5822,11.833599999999995,5.022400000000001,21.62613333333333,20.984,64.0,80.0,117.33333333333331,48.0,1.0,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,4.666666666666667,4.0,0.5328999999999998,0.5158666666666666,1.0852666666666666,0.9149333333333336,28.08999999999999,88.33333333333333,77.38,87.70203266666668,0.0,0.8333333333333334,0.5933333333333336,3.073333333333333,0.0,-4.666666666666667,1.3333333333333333,15.333333333333334,0.0,0.0,0.0,0.0,0.0,-2.0,-2.6666666666666665,-1.3333333333333333,0.0,-0.22,-0.0266666666666666,0.6933333333333331,0.0,-13.133333333333333,-4.000000000000001,-2.4142200000000007,5.878352380952379,13.085171428571432,18.083076190476188,13.01971428571428,88.66666666666667,176.57142857142853,105.6190476190476,76.57142857142858,0.6666666666666666,1.8095238095238095,2.2857142857142856,1.8095238095238095,5.809523809523808,12.380952380952383,10.952380952380947,10.285714285714285,0.5240380952380952,1.268409523809524,1.1895238095238096,0.9120476190476194,189.27238095238096,251.58695704761905,221.51235714285724,204.71896638095245,0.0,-0.3438095238095235,0.2276190476190475,1.196190476190476,0.0,7.904761904761906,15.333333333333334,11.904761904761903,0.0,0.0,0.0,0.0,0.0,1.7142857142857146,2.4761904761904763,0.6666666666666666,0.0,0.3428571428571428,0.6590476190476191,0.459047619047619,0.0,13.521778095238098,19.19390571428571,6.222477142857144,1,PITPEP
5.23089,3.3118,5.23089,2606.75,1.21247,0.0,0.0,0.0,83.6757,320.997,264.746,2606.75,1.21247,0.0,0.0,0.0,0.0,0.0,0.0,170.617,313.24800000000005,672.9868,916.6079999999996,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.8444,52.39319999999999,69.50880000000004,2.7225,27.72,25.245,55.209,900.0,1170.0,1080.0,2100.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.7161000000000002,4.8077000000000005,6.052200000000001,10.846800000000002,0.0,-8.55,-5.4,-13.660000000000002,0.0,111.0,144.0,290.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,2.8800000000000003,3.24,7.44,214.96066666666675,451.1460000000001,715.7169333333333,866.0370000000001,840.6666666666666,1824.0,2597.333333333333,2796.0,34.0,70.66666666666667,113.33333333333331,140.66666666666666,184.0,452.0,636.0,738.0,13.898333333333332,33.479600000000005,49.199600000000025,57.42180000000002,11.3152,10.118399999999998,22.26047999999999,18.2608,61.0,55.2,109.2,88.0,1.0,1.2,2.4,2.2,1.6,4.8,6.4,6.8,0.5388199999999999,0.6806800000000001,1.2180000000000002,1.12586,33.42399999999999,81.35999999999999,117.1730456,125.8890456,0.0,0.9080000000000004,1.2440000000000002,1.8580000000000003,0.0,2.0,4.4,5.8,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,-3.0,0.0,-0.04,0.1119999999999999,0.0839999999999999,0.0,-6.36,-5.202844000000001,-9.222844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,POLYEW
4.24969,2.0262,3.9362,4894.13,1.79627,0.0,0.0,0.0,16.0814,32.8584,18.2926,4894.13,1.79627,0.0,0.0,0.0,0.0,0.0,0.0,286.1350999999999,495.5649999999998,1722.784,2433.004000000001,9478.0,18440.0,17418.0,16272.0,35.0,78.0,186.0,310.0,278.0,868.0,1232.0,1270.0,19.75790000000001,61.03499999999999,112.8426,142.14540000000002,1.4399999999999995,34.554,28.499999999999996,35.406,4096.0,4288.0,2240.0,4416.0,1.0,8.5,10.0,10.0,72.5,175.0,169.5,213.0,2.8561,10.52025,9.633,12.708799999999998,0.0,-18.59500000000001,-11.75,-17.505,0.0,477.0,605.0,571.0,0.0,0.0,0.0,0.0,0.0,52.0,64.5,60.0,0.0,8.14,11.2,9.38,186.2004,369.1907999999999,558.5432000000001,629.6197999999998,1304.0,2408.0,3204.0,3472.0,26.0,54.0,80.0,94.0,134.0,320.0,424.0,414.0,13.273599999999997,29.616000000000003,41.62919999999999,45.54340000000001,11.537427777777772,4.7472499999999975,8.735788888888884,8.237916666666663,62.44444444444444,26.0,47.55555555555556,42.333333333333336,1.0,0.5555555555555556,0.8888888888888888,1.0,0.8888888888888888,2.0,2.555555555555556,3.5,0.5362333333333335,0.313988888888889,0.491711111111111,0.5338666666666667,33.62333333333333,37.03888888888889,48.40222222222222,63.97948255555556,0.0,0.2472222222222223,0.3461111111111112,0.703888888888889,0.0,0.5555555555555556,0.7777777777777778,2.055555555555556,0.0,0.0,0.0,0.0,0.0,-0.5555555555555556,-0.7777777777777778,-1.2777777777777777,0.0,-0.0111111111111111,-0.0155555555555555,0.0144444444444444,0.0,-1.666666666666667,-2.333333333333334,-3.695234444444446,3.705537777777778,6.137746666666665,11.123084444444444,13.43801333333333,63.844444444444434,89.33333333333333,106.37777777777777,128.0666666666667,0.4444444444444444,0.8444444444444446,1.4888888888888892,1.8888888888888888,1.6444444444444444,4.533333333333334,6.977777777777778,8.666666666666666,0.3442644444444444,0.6211422222222224,0.9553266666666664,1.1891844444444446,87.47244444444442,155.22577777777775,189.1407450222223,251.8856651555556,0.0,0.2415555555555558,0.4155555555555558,0.5371111111111112,0.0,2.488888888888889,5.688888888888888,10.77777777777778,0.0,0.0,0.0,0.0,0.0,-0.688888888888889,-0.688888888888889,-0.7777777777777778,0.0,0.0402222222222222,0.1662222222222222,0.3444444444444443,0.0,-0.2066666666666673,1.9919113333333327,6.323822666666666,1,GAJTOC
4.02158,2.28927,4.02158,2046.65,1.77766,0.0,0.0,0.0,1.09359,5.34331,3.00581,2046.65,1.77766,0.0,0.0,0.0,0.0,0.0,0.0,521.9679999999997,919.3239999999996,3619.804800000001,4346.337,19408.0,39184.0,45486.0,43056.0,62.0,152.0,384.0,566.0,596.0,1996.0,2904.0,3016.0,38.40580000000004,127.04479999999997,241.9289999999999,298.29940000000016,1.2100000000000002,33.077,23.2925,40.9365,4225.0,4550.0,4452.5,5655.0,1.0,9.0,9.0,12.5,81.0,202.5,220.5,288.0,2.8224,11.1048,10.3908,15.7668,0.0,-20.17,-11.274999999999997,-23.465,0.0,515.0,516.5,725.5,0.0,0.0,0.0,0.0,0.0,58.5,56.5,80.5,0.0,8.51,8.935,11.614999999999998,174.98850000000002,348.78900000000004,544.0004,648.384,780.0,1572.0,2276.0,2418.0,25.0,52.0,80.0,100.0,132.0,324.0,456.0,498.0,11.3601,26.21080000000001,38.2304,43.6488,11.478193333333335,5.404299999999999,9.796093333333332,9.2769,62.13333333333333,29.6,53.333333333333336,49.2,1.0,0.6333333333333333,1.0,1.1333333333333333,1.0333333333333334,2.3000000000000003,2.9333333333333336,4.6000000000000005,0.5368999999999998,0.35805,0.5535533333333332,0.6247266666666668,34.72999999999999,42.45033333333333,55.150000000000006,80.83802286666666,0.0,0.267,0.3856666666666666,0.7946666666666667,0.0,0.6,0.8666666666666667,2.066666666666667,0.0,0.0,0.0,0.0,0.0,-0.6,-0.8666666666666667,-1.6,0.0,-0.012,-0.0173333333333333,-0.008,0.0,-1.8,-2.6,-4.747140666666668,4.6208,7.752,14.44,11.628,24.5,42.0,49.0,63.0,0.5,1.0,2.0,1.5,2.0,6.0,8.0,9.0,0.28125,0.5775,0.8550000000000001,0.86625,27.38,83.62,116.972614,125.43000000000002,0.0,0.4900000000000002,1.33,0.7350000000000003,0.0,1.0,7.0,1.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.5,0.0,-0.02,0.3599999999999999,-0.03,0.0,-3.9,-1.00711,-5.8500000000000005,1,ZERNIV
3.76293,2.44402,3.65862,3245.3,1.47248,0.0,0.0,0.0,1.09359,3.36976,2.28849,3245.3,1.47248,0.0,0.0,0.0,0.0,0.0,0.0,84.19569999999999,140.2848,202.5092,300.6144,1782.0,2648.0,4178.0,2512.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,8.359300000000003,15.353600000000002,22.3568,22.712,2.7225,21.384,25.344,65.406,900.0,900.0,1680.0,2280.0,1.0,4.0,6.0,14.0,16.0,40.0,80.0,96.0,1.7161000000000006,3.8776000000000006,6.7072,11.7114,0.0,-6.36,-5.460000000000001,-16.539999999999996,0.0,90.0,124.0,344.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,32.0,0.0,2.2800000000000007,2.74,9.400000000000004,112.38325000000005,223.07880000000017,375.4591000000001,370.8910000000001,546.0,1196.0,1267.0,820.0,17.0,34.0,56.0,64.0,90.0,216.0,281.0,292.0,6.96065,16.3918,22.7592,21.3252,10.537599999999998,12.189600000000006,32.19040000000001,10.563999999999997,56.5,106.0,145.0,28.0,1.0,1.5,3.5,1.5,2.5,8.0,9.5,5.0,0.5477,0.9498,1.6543500000000009,0.56625,41.42499999999999,135.03,159.10761400000004,75.162614,0.0,0.92,1.3299999999999996,1.0850000000000004,0.0,-3.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.5,0.0,-0.165,0.36,0.37,0.0,-10.950000000000005,-1.0071100000000004,0.9428900000000002,5.053933333333333,8.875200000000003,11.833599999999995,0.0,64.0,128.0,64.0,0.0,0.5,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.3510333333333334,0.7446,0.5328999999999998,0.0,72.09,102.81999999999996,28.08999999999999,0.0,0.0,-0.2866666666666666,0.0,0.0,0.0,2.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0966666666666666,0.0,0.0,0.0,4.700000000000001,0.0,0.0,1,GELJAJ
